Proponente,Nome Progetto,Procedura,Cartella,Tipo,Nome Impianto,Localita,Regione,Marca,modello,MWp,Altezza Totale,Mozzo,Lama,Diametro,Longitudine,Latitudine,Altitudine,Catastale,Particella,Note,Doc Origine,Lat Converted,Long Converted
IBERDROLA RENOVABLES ITALIA S.p.A,Parco eolico di Villasor,8100,8509,Eolico,VL-02,Decimoputzu,Decimo,VESTAS,V162-6MW,"5,6",206,125,81,162,39.36882°,9.01862°,"48,00",,,Indicata un altitudine 35-95mt. Altitudine ricavata da gEarth,C20018S05-VA-RT-13-01-PIANO_MONITORAGGIO_AMBIENTALE_signed.pdf,39.36882,9.01862
IBERDROLA RENOVABLES ITALIA S.p.A,Parco eolico di Villasor,8100,8509,Eolico,VL-03,Decimoputzu,Decimo,VESTAS,V162-6MW,"5,6",206,125,81,162,39.37128°,9.02683°,"52,00",,,Indicata un altitudine 35-95mt. Altitudine ricavata da gEarth,C20018S05-VA-RT-13-01-PIANO_MONITORAGGIO_AMBIENTALE_signed.pdf,39.37128,9.02683
IBERDROLA RENOVABLES ITALIA S.p.A,Parco eolico di Villasor,8100,8509,Eolico,VL-04,Villasor,Decimo,VESTAS,V162-6MW,"5,6",206,125,81,162,39.36860°,8.99064°,"41,00",,,Indicata un altitudine 35-95mt. Altitudine ricavata da gEarth,C20018S05-VA-RT-13-01-PIANO_MONITORAGGIO_AMBIENTALE_signed.pdf,39.36860,8.99064
IBERDROLA RENOVABLES ITALIA S.p.A,Parco eolico di Villasor,8100,8509,Eolico,VL-05,Villasor,Decimo,VESTAS,V162-6MW,"5,6",206,125,81,162,39.37370°,8.99823°,"48,00",,,Indicata un altitudine 35-95mt. Altitudine ricavata da gEarth,C20018S05-VA-RT-13-01-PIANO_MONITORAGGIO_AMBIENTALE_signed.pdf,39.37370,8.99823
IBERDROLA RENOVABLES ITALIA S.p.A,Parco eolico di Villasor,8100,8509,Eolico,VL-06,Villasor,Decimo,VESTAS,V162-6MW,"5,6",206,125,81,162,39.37868°,9.00594°,"59,00",,,Indicata un altitudine 35-95mt. Altitudine ricavata da gEarth,C20018S05-VA-RT-13-01-PIANO_MONITORAGGIO_AMBIENTALE_signed.pdf,39.37868,9.00594
IBERDROLA RENOVABLES ITALIA S.p.A,Parco eolico di Villasor,8100,8509,Eolico,VL-07,Villasor,Decimo,VESTAS,V162-6MW,"5,6",206,125,81,162,39.38309°,9.01341°,"62,00",,,Indicata un altitudine 35-95mt. Altitudine ricavata da gEarth,C20018S05-VA-RT-13-01-PIANO_MONITORAGGIO_AMBIENTALE_signed.pdf,39.38309,9.01341
IBERDROLA RENOVABLES ITALIA S.p.A,Parco eolico di Villasor,8100,8509,Eolico,VL-08,Villasor,Decimo,VESTAS,V162-6MW,"5,6",206,125,81,162,39.37580°,8.98496°,"44,00",,,Indicata un altitudine 35-95mt. Altitudine ricavata da gEarth,C20018S05-VA-RT-13-01-PIANO_MONITORAGGIO_AMBIENTALE_signed.pdf,39.37580,8.98496
IBERDROLA RENOVABLES ITALIA S.p.A,Parco eolico di Villasor,8100,8509,Eolico,VL-09,Villasor,Decimo,VESTAS,V162-6MW,"5,6",206,125,81,162,39.38992°,8.98730°,"51,00",,,Indicata un altitudine 35-95mt. Altitudine ricavata da gEarth,C20018S05-VA-RT-13-01-PIANO_MONITORAGGIO_AMBIENTALE_signed.pdf,39.38992,8.98730
IBERDROLA RENOVABLES ITALIA S.p.A,Parco eolico di Villasor,8100,8509,Eolico,VL-10,Villasor,Decimo,VESTAS,V162-6MW,"5,6",206,125,81,162,39.37463°,9.03117°,"55,00",,,Indicata un altitudine 35-95mt. Altitudine ricavata da gEarth,C20018S05-VA-RT-13-01-PIANO_MONITORAGGIO_AMBIENTALE_signed.pdf,39.37463,9.03117
,TREXENTA,8140,8800,Eolico,M01,Selegas,Trexenta,WINDWORLD,150,"0,15","41,5",30,"11,5",23,1509654,4383848,380,,Riportate nel progetto Trexenta ma preesistenti,,RP-Tav_10_signed.pdf RS-1_signed.pdf,39.60364598995539,9.11244532709524
,TREXENTA,8140,8800,Eolico,M02,Selegas,Trexenta,WINDWORLD,150,"0,15","41,5",30,"11,5",23, 1512190,4383544,"375,9",,Riportate nel progetto Trexenta ma preesistenti,,RP-Tav_10_signed.pdf RS-1_signed.pdf,39.600874565849054,9.14197781277849
Green Energy Sardegna 2 S.r.l.,TREXENTA,8140,8800,Eolico,SE01,Selegas,Trexenta,Siemens-Gamesa ,SG 6.0-170,"6,2",200,119,"83,33",170,1507438,4383279,450,,Riportati dati Siemens-Gamesa SG 6.2 - 170 mt115 al mozzo ai fini dei calcoli,,RP-Tav_10_signed.pdf RS-1_signed.pdf,39.59854132138305,9.086628028467928
Green Energy Sardegna 2 S.r.l.,TREXENTA,8140,8800,Eolico,SE02,Selegas,Trexenta,Siemens-Gamesa ,SG 6.0-170,"6,2",200,119,"83,33",170,1507051,4382748,"416,6",,Riportati dati Siemens-Gamesa SG 6.2 - 170 mt115 al mozzo ai fini dei calcoli,,RP-Tav_10_signed.pdf RS-1_signed.pdf,39.593760194696294,9.082115117353863
Green Energy Sardegna 2 S.r.l.,TREXENTA,8140,8800,Eolico,SE03,Selegas,Trexenta,Siemens-Gamesa ,SG 6.0-170,"6,2",200,119,"83,33",170,1508062,4382933,"452,8",,Riportati dati Siemens-Gamesa SG 6.2 - 170 mt115 al mozzo ai fini dei calcoli,,RP-Tav_10_signed.pdf RS-1_signed.pdf,39.59541815871997,9.093891340848627
Green Energy Sardegna 2 S.r.l.,TREXENTA,8140,8800,Eolico,SE04,Selegas,Trexenta,Siemens-Gamesa ,SG 6.0-170,"6,2",200,119,"83,33",170,1508834,4383137,"417,3",,Riportati dati Siemens-Gamesa SG 6.2 - 170 mt115 al mozzo ai fini dei calcoli,,RP-Tav_10_signed.pdf RS-1_signed.pdf,39.597248619131,9.102884882419392
Green Energy Sardegna 2 S.r.l.,TREXENTA,8140,8800,Eolico,SE05,Selegas,Trexenta,Siemens-Gamesa ,SG 6.0-170,"6,2",200,119,"83,33",170,1508931,4382716,430,,Riportati dati Siemens-Gamesa SG 6.2 - 170 mt115 al mozzo ai fini dei calcoli,,RP-Tav_10_signed.pdf RS-1_signed.pdf,39.59345433404259,9.104008914941085
Green Energy Sardegna 2 S.r.l.,TREXENTA,8140,8800,Eolico,SE06,Selegas,Trexenta,Siemens-Gamesa ,SG 6.0-170,"6,2",200,119,"83,33",170,1509404,4383272,"399,8",,Riportati dati Siemens-Gamesa SG 6.2 - 170 mt115 al mozzo ai fini dei calcoli,,RP-Tav_10_signed.pdf RS-1_signed.pdf,39.598458922821685,9.109525272811927
Green Energy Sardegna 2 S.r.l.,TREXENTA,8140,8800,Eolico,SE07,Selegas,Trexenta,Siemens-Gamesa ,SG 6.0-170,"6,2",200,119,"83,33",170,1510116,4383032,390,,Riportati dati Siemens-Gamesa SG 6.2 - 170 mt115 al mozzo ai fini dei calcoli,,RP-Tav_10_signed.pdf RS-1_signed.pdf,39.5962883725692,9.117814021609618
WDP Su Sassittu S.r.l.,Su Sassittu,8143,8842,Eolico,CH01,Chiaramonti,,Siemens-Gamesa ,SG 6.0-170,5,250,165,"83,33",170,485743,4504107,"390,7",,,,WPD-CH-A3.pdf ,40.68773219,8.83127255
WDP Su Sassittu S.r.l.,Su Sassittu,8143,8842,Eolico,CH02,Chiaramonti,,Siemens-Gamesa ,SG 6.0-170,5,250,165,"83,33",170,486500,4504308,"391,5",,,,WPD-CH-A3.pdf ,40.68955568,8.84022707
WDP Su Sassittu S.r.l.,Su Sassittu,8143,8842,Eolico,CH03,Chiaramonti,,Siemens-Gamesa ,SG 6.0-170,5,250,165,"83,33",170,487200,4504822,395,,,,WPD-CH-A3.pdf ,40.69419732,8.84850107
WDP Su Sassittu S.r.l.,Su Sassittu,8143,8842,Eolico,CH04,Chiaramonti,,Siemens-Gamesa ,SG 6.0-170,5,250,165,"83,33",170,487383,4504332,"407,6",,,,WPD-CH-A3.pdf ,40.68978588,8.85067688
WDP Su Sassittu S.r.l.,Su Sassittu,8143,8842,Eolico,CH05,Chiaramonti,,Siemens-Gamesa ,SG 6.0-170,5,250,165,"83,33",170,487599,4503862,"407,6",,,,WPD-CH-A3.pdf ,40.68555507,8.85324254
WDP Su Sassittu S.r.l.,Su Sassittu,8143,8842,Eolico,CH06,Chiaramonti,,Siemens-Gamesa ,SG 6.0-170,5,250,165,"83,33",170,486933,4503400,435,,,,WPD-CH-A3.pdf ,40.68138276,8.84537052
WDP Su Sassittu S.r.l.,Su Sassittu,8143,8842,Eolico,CH07,Chiaramonti,,Siemens-Gamesa ,SG 6.0-170,5,250,165,"83,33",170,486658,4502855,435,,,,WPD-CH-A3.pdf ,40.67646861,8.84212788
WDP Su Sassittu S.r.l.,Su Sassittu,8143,8842,Eolico,CH08,Chiaramonti,,Siemens-Gamesa ,SG 6.0-170,5,250,165,"83,33",170,486489,4502237,"465,1",,,,WPD-CH-A3.pdf ,40.67089847,8.84014146
WDP Su Sassittu S.r.l.,Su Sassittu,8143,8842,Eolico,CH09,Chiaramonti,,Siemens-Gamesa ,SG 6.0-170,5,250,165,"83,33",170,487593,4502724,"450,3",,,,WPD-CH-A3.pdf ,40.67530307,8.85319402
WDP Su Sassittu S.r.l.,Su Sassittu,8143,8842,Eolico,CH10,Chiaramonti,,Siemens-Gamesa ,SG 6.0-170,5,250,165,"83,33",170,487731,4502131,462,,,,WPD-CH-A3.pdf ,40.66996296,8.85483849
WDP Su Sassittu S.r.l.,Su Sassittu,8143,8842,Eolico,CH11,Chiaramonti,,Siemens-Gamesa ,SG 6.0-170,5,250,165,"83,33",170,486773,4501753,"459,9",,,,WPD-CH-A3.pdf ,40.66654285,8.84351185
WDP Su Sassittu S.r.l.,Su Sassittu,8143,8842,Eolico,CH12,Chiaramonti,,Siemens-Gamesa ,SG 6.0-170,5,250,165,"83,33",170,480862,4503935,"450,9",,,,WPD-CH-A3.pdf ,40.68608383,8.77351295
WDP Su Sassittu S.r.l.,Su Sassittu,8143,8842,Eolico,CH13,Ploaghe,,Siemens-Gamesa ,SG 6.0-170,5,250,165,"83,33",170,481488,4501709,"384,1",,,,WPD-CH-A3.pdf ,40.66604480,8.78098688
WDP Su Sassittu S.r.l.,Su Sassittu,8143,8842,Eolico,CH14,Ploaghe,,Siemens-Gamesa ,SG 6.0-170,5,250,165,"83,33",170,482251,4502643,"398,1",,,,WPD-CH-A3.pdf ,40.67447569,8.78998738
WDP Su Sassittu S.r.l.,Su Sassittu,8143,8842,Eolico,CH15,Ploaghe,,Siemens-Gamesa ,SG 6.0-170,5,250,165,"83,33",170,481795,4502161,450,,,,WPD-CH-A3.pdf ,40.67012357,8.78460583
WDP Su Sassittu S.r.l.,Su Sassittu,8143,8842,Eolico,CH16,Ploaghe,,Siemens-Gamesa ,SG 6.0-170,5,250,165,"83,33",170,482318,4501683,"452,5",,,,WPD-CH-A3.pdf ,40.66582878,8.79080717
WDP Su Sassittu S.r.l.,Su Sassittu,8143,8842,Eolico,CH17,Ploaghe,,Siemens-Gamesa ,SG 6.0-170,5,250,165,"83,33",170,481896,4501010,"342,5",,,,WPD-CH-A3.pdf ,40.65975677,8.78583398
WDP Su Sassittu S.r.l.,Su Sassittu,8143,8842,Eolico,CH18,Ploaghe,,Siemens-Gamesa ,SG 6.0-170,5,250,165,"83,33",170,482658,4500717,"377,7",,,,WPD-CH-A3.pdf ,40.65713359,8.79485629
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG01,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,450668.0,4257510.5,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.46454298,8.43453145
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG02,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,451571.9,4258268.9,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.47142705,8.44483956
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG03,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,452475.8,4259027.4,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.47831111,8.45514963
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG04,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,453379.8,4259785.9,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.48519428,8.46546281
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG05,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,454283.7,4260544.4,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.49207655,8.47577681
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG06,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,455187.6,4261302.9,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.49895791,8.48609277
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG07,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,452588.7,4256139.2,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.45228931,8.45663927
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG08,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,453492.7,4256897.7,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.45917235,8.46694892
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG09,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,454396.6,4257656.2,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.46605449,8.47725938
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG10,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,455300.5,4258414.7,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.47293573,8.48757180
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG11,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,456204.5,4259173.2,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.47981606,8.49788733
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG12,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,457108.4,4259931.7,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.48669549,8.50820368
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG13,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,458012.3,4260690.2,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.49357402,8.51852200
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG14,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,454509.5,4254768.0,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.44003229,8.47874077
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG15,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,455413.4,4255526.5,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.44691340,8.48904966
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG16,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,456317.4,4256285.0,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.45379362,8.49936166
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG17,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,457221.3,4257043.5,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.46067293,8.50967447
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG18,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,458125.2,4257802.0,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.46755133,8.51998925
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG19,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,459029.2,4258560.5,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.47442883,8.53030713
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG20,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,459933.1,4259319.0,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.48130543,8.54062583
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG21,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,456430.3,4253396.8,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.42777103,8.50083483
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG22,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,456430.3,4253396.8,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.42777103,8.50083483
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG23,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,458238.1,4254913.8,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.44152850,8.52145534
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG24,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,459142.1,4255672.3,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.44840588,8.53176968
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG25,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,460046.0,4256430.8,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.45528236,8.54208484
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG26,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,460949.9,4257189.3,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.46215793,8.55240196
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG27,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,461853.9,4257947.8,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.46903260,8.56272218
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG28,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,457447.1,4251267.1,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.40862737,8.51261258
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG29,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,458351.0,4252025.6,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.41550553,8.52292028
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG30,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,459255.0,4252784.1,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.42238279,8.53323109
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG31,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,460158.9,4253542.6,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.42925914,8.54354271
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG32,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,461062.8,4254301.1,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.43613459,8.55385629
Repower Renewable S.p.A.,,8188,8702,Offshore,WTG33,SUD OVEST Mediterraneo,,VESTAS,v236-15.00MW,15,268,150,118,236,461966.8,4255059.6,,,,,REL04_Relazione_tecnica_analisi_di_producibilita_del_sito.pdf,38.44300914,8.56417297
Enel Green Power Italia S.r.l.,Carbonia,8200,8745,Eolico,WTG1,Carbonia,,Siemens-Gamesa , SG170-115,6,200,115,"83,33",170,456222,4340969,98.60,,,,GRE_EEC_R_26_IT_W_15012_00_132_00-Relazione_impatti_da_vibrazioni.pdf,39.21689863,8.49288164
Enel Green Power Italia S.r.l.,Carbonia,8200,8745,Eolico,WTG2,Carbonia,,Siemens-Gamesa , SG170-115,6,200,115,"83,33",170,455801,4340048,85.90,,,,GRE_EEC_R_26_IT_W_15012_00_132_00-Relazione_impatti_da_vibrazioni.pdf,39.20857848,8.48806528
Enel Green Power Italia S.r.l.,Carbonia,8200,8745,Eolico,WTG3,Carbonia,,Siemens-Gamesa , SG170-115,6,200,115,"83,33",170,454910,4343448,145.44,,,,GRE_EEC_R_26_IT_W_15012_00_132_00-Relazione_impatti_da_vibrazioni.pdf,39.23916883,8.47751859
Enel Green Power Italia S.r.l.,Carbonia,8200,8745,Eolico,WTG4,Carbonia,,Siemens-Gamesa , SG170-115,6,200,115,"83,33",170,454659,4342906,147.77,,,,GRE_EEC_R_26_IT_W_15012_00_132_00-Relazione_impatti_da_vibrazioni.pdf,39.23427200,8.47464666
Enel Green Power Italia S.r.l.,Carbonia,8200,8745,Eolico,WTG5,Carbonia,,Siemens-Gamesa , SG170-115,6,200,115,"83,33",170,455109,4341615,186.21,,,,GRE_EEC_R_26_IT_W_15012_00_132_00-Relazione_impatti_da_vibrazioni.pdf,39.22266267,8.47994635
Enel Green Power Italia S.r.l.,Carbonia,8200,8745,Eolico,WTG6,Carbonia,,Siemens-Gamesa , SG170-115,6,200,115,"83,33",170,455545,4340821,110.20,,,,GRE_EEC_R_26_IT_W_15012_00_132_00-Relazione_impatti_da_vibrazioni.pdf,39.21553065,8.48504940
Enel Green Power Italia S.r.l.,Carbonia,8200,8745,Eolico,WTG7,Carbonia,,Siemens-Gamesa , SG170-115,6,200,115,"83,33",170,455056,4339891,79.67,,,,GRE_EEC_R_26_IT_W_15012_00_132_00-Relazione_impatti_da_vibrazioni.pdf,39.20712557,8.47944710
EDP Renewables Italia Holding s.r.l.,Intermontes,8308,9018,Eolico,WTG001,Nuoro,,Siemens-Gamesa ,SG 6.0-155,6,180,"102,5","77,5",155,"516610,21","4470134,89",709.2,,,,1_2-Studio_anemologico.pdf,40.38163628,9.19568445
EDP Renewables Italia Holding s.r.l.,Intermontes,8308,9018,Eolico,WTG002,Nuoro,,Siemens-Gamesa ,SG 6.0-155,6,180,"102,5","77,5",155,"518657,24","4468973,51",768.6,,,,1_2-Studio_anemologico.pdf,40.37112991,9.21976630
EDP Renewables Italia Holding s.r.l.,Intermontes,8308,9018,Eolico,WTG003,Nuoro,,Siemens-Gamesa ,SG 6.0-155,6,180,"102,5","77,5",155,"517433,43","4468812,25",746.5,,,,1_2-Studio_anemologico.pdf,40.36970359,9.20534655
EDP Renewables Italia Holding s.r.l.,Intermontes,8308,9018,Eolico,WTG004,Nuoro,,Siemens-Gamesa ,SG 6.0-155,6,180,"102,5","77,5",155,"517762,83","4467954,83",691.2,,,,1_2-Studio_anemologico.pdf,40.36197199,9.20920261
EDP Renewables Italia Holding s.r.l.,Intermontes,8308,9018,Eolico,WTG005,Nuoro,,Siemens-Gamesa ,SG 6.0-155,6,180,"102,5","77,5",155,"518235,24","4467056,8",701,,,,1_2-Studio_anemologico.pdf,40.35387128,9.21474074
EDP Renewables Italia Holding s.r.l.,Intermontes,8308,9018,Eolico,WTG006,Nuoro,,Siemens-Gamesa ,SG 6.0-155,6,180,"102,5","77,5",155,"519202,04","4471123,19",765.8,,,,1_2-Studio_anemologico.pdf,40.39048431,9.22624831
EDP Renewables Italia Holding s.r.l.,Intermontes,8308,9018,Eolico,WTG007,Nuoro,,Siemens-Gamesa ,SG 6.0-155,6,180,"102,5","77,5",155,"519866,24","4470374,02",790.2,,,,1_2-Studio_anemologico.pdf,40.38371936,9.23405084
EDP Renewables Italia Holding s.r.l.,Intermontes,8308,9018,Eolico,WTG008,Nuoro,,Siemens-Gamesa ,SG 6.0-155,6,180,"102,5","77,5",155,"520254,72","4469937,95",789.9,,,,1_2-Studio_anemologico.pdf,40.37978140,9.23861375
EDP Renewables Italia Holding s.r.l.,Intermontes,8308,9018,Eolico,WTG009,Nuoro,,Siemens-Gamesa ,SG 6.0-155,6,180,"102,5","77,5",155,"521113,3","4469012,17",757,,,,1_2-Studio_anemologico.pdf,40.37141961,9.24869762
EDP Renewables Italia Holding s.r.l.,Intermontes,8308,9018,Eolico,WTG010,Nuoro,,Siemens-Gamesa ,SG 6.0-155,6,180,"102,5","77,5",155,"520349,8","4467139,29",740.9,,,,1_2-Studio_anemologico.pdf,40.35456553,9.23964453
EDP Renewables Italia Holding s.r.l.,Intermontes,8308,9018,Eolico,WTG011,Nuoro,,Siemens-Gamesa ,SG 6.0-155,6,180,"102,5","77,5",155,519961,"4466590,96",758.2,,,,1_2-Studio_anemologico.pdf,40.34963493,9.23504880
EDP Renewables Italia Holding s.r.l.,Intermontes,8308,9018,Eolico,WTG012,Nuoro,,Siemens-Gamesa ,SG 6.0-155,6,180,"102,5","77,5",155,"522496,63","4469868,54",815,,,,1_2-Studio_anemologico.pdf,40.37909857,9.26502220
EDP Renewables Italia Holding s.r.l.,Intermontes,8308,9018,Eolico,WTG013,Nuoro,,Siemens-Gamesa ,SG 6.0-155,6,180,"102,5","77,5",155,"522261,06","4469027,32",757.9,,,,1_2-Studio_anemologico.pdf,40.37152624,9.26221771
GRV Wind Sardegna 7 S.r.l.,Su Murdegu,8388,9029,Eolico,V01,Villanovafranca,,Siemens-Gamesa ,SG 6.0-170,6,200,115,85,170,"39°37'21.29""","9°0'44.36""",258,,,,WVNF_RC7_Scheda_tecnica_ostacoli_verticali.pdf,"39°37'21.29""","9°0'44.36"""
GRV Wind Sardegna 7 S.r.l.,Su Murdegu,8388,9029,Eolico,V02,Villanovafranca,,Siemens-Gamesa ,SG 6.0-170,6,200,115,85,170,"39°37'38.29""","9°0'48.35""",260,,,,WVNF_RC7_Scheda_tecnica_ostacoli_verticali.pdf,"39°37'38.29""","9°0'48.35"""
GRV Wind Sardegna 7 S.r.l.,Su Murdegu,8388,9029,Eolico,V03,Villanovafranca,,Siemens-Gamesa ,SG 6.0-170,6,200,115,85,170,"39°37'55.18""","9°1'13.02""",290,,,,WVNF_RC7_Scheda_tecnica_ostacoli_verticali.pdf,"39°37'55.18""","9°1'13.02"""
GRV Wind Sardegna 7 S.r.l.,Su Murdegu,8388,9029,Eolico,V04,Villanovafranca,,Siemens-Gamesa ,SG 6.0-170,6,200,115,85,170,"39°38'10.88""","9°1'30.85""",350,,,,WVNF_RC7_Scheda_tecnica_ostacoli_verticali.pdf,"39°38'10.88""","9°1'30.85"""
GRV Wind Sardegna 7 S.r.l.,Su Murdegu,8388,9029,Eolico,V05,Villanovafranca,,Siemens-Gamesa ,SG 6.0-170,6,200,115,85,170,"39°38'39.35""","9°1'49.36""",328,,,,WVNF_RC7_Scheda_tecnica_ostacoli_verticali.pdf,"39°38'39.35""","9°1'49.36"""
GRV Wind Sardegna 7 S.r.l.,Su Murdegu,8388,9029,Eolico,V06,Villanovafranca,,Siemens-Gamesa ,SG 6.0-170,6,200,115,85,170,"39°38'17.81""","9°1'57.20""",330,,,,WVNF_RC7_Scheda_tecnica_ostacoli_verticali.pdf,"39°38'17.81""","9°1'57.20"""
