Proponente,Nome Progetto,Procedura,Cartella,Tipo,Nome Impianto,Localita,Regione,Marca,modello,MWp,Altezza Totale,Mozzo,Lama,Diametro,Longitudine,Latitudine,Altitudine,Catastale,Particella,Note,Doc Origine,Lat Converted,Long Converted
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,SOTTOSTAZIONE RTN,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°37'22.00""E","40°34'36.00""N",,,,,REL03_Relazione_Elettrica.pdf,"40°34'36.00""N","8°37'22.00""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W001,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°05'39.20""E","40°20'14.08""N",,,,,REL03_Relazione_Elettrica.pdf,"40°20'14.08""N","8°05'39.20""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W002,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°06'58.94""E","40°19'26.21""N",,,,,REL03_Relazione_Elettrica.pdf,"40°19'26.21""N","8°06'58.94""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W003,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°08'18.69""E","40°18'38.30""N",,,,,REL03_Relazione_Elettrica.pdf,"40°18'38.30""N","8°08'18.69""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W004,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°04'19.55""E","40°18'58.26""N",,,,,REL03_Relazione_Elettrica.pdf,"40°18'58.26""N","8°04'19.55""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W005,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°05'39.29""E","40°18'10.39""N",,,,,REL03_Relazione_Elettrica.pdf,"40°18'10.39""N","8°05'39.29""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W006,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°06'59.04""E","40°17'22.50""N",,,,,REL03_Relazione_Elettrica.pdf,"40°17'22.50""N","8°06'59.04""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W0077,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°08'18.78""E","40°16'34.57""N",,,,,REL03_Relazione_Elettrica.pdf,"40°16'34.57""N","8°08'18.78""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W008,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°09'38.55""E","40°15'46.58""N",,,,,REL03_Relazione_Elettrica.pdf,"40°15'46.58""N","8°09'38.55""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W009,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°04'19.68""E","40°16'54.57""N",,,,,REL03_Relazione_Elettrica.pdf,"40°16'54.57""N","8°04'19.68""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W010,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°05'39.42""E","40°16'06.68""N",,,,,REL03_Relazione_Elettrica.pdf,"40°16'06.68""N","8°05'39.42""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W011,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°06'59.15""E","40°15'18.77""N",,,,,REL03_Relazione_Elettrica.pdf,"40°15'18.77""N","8°06'59.15""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W012,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°08'18.92""E","40°14'30.79""N",,,,,REL03_Relazione_Elettrica.pdf,"40°14'30.79""N","8°08'18.92""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W013,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°09'38.65""E","40°13'42.81""N",,,,,REL03_Relazione_Elettrica.pdf,"40°13'42.81""N","8°09'38.65""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W014,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°10'58.34""E","40°12'54.81""N",,,,,REL03_Relazione_Elettrica.pdf,"40°12'54.81""N","8°10'58.34""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W015,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°04'19.85""E","40°14'50.85""N",,,,,REL03_Relazione_Elettrica.pdf,"40°14'50.85""N","8°04'19.85""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W016,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°05'39.56""E","40°14'02.96""N",,,,,REL03_Relazione_Elettrica.pdf,"40°14'02.96""N","8°05'39.56""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W017,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°06'59.34""E","40°13'14.99""N",,,,,REL03_Relazione_Elettrica.pdf,"40°13'14.99""N","8°06'59.34""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W018,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°08'19.08""E","40°12'27.01""N",,,,,REL03_Relazione_Elettrica.pdf,"40°12'27.01""N","8°08'19.08""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W019,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°09'38.79""E","40°11'39.01""N",,,,,REL03_Relazione_Elettrica.pdf,"40°11'39.01""N","8°09'38.79""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W020,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°04'20.02""E","40°12'47.14""N",,,,,REL03_Relazione_Elettrica.pdf,"40°12'47.14""N","8°04'20.02""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W021,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°05'39.79""E","40°11'59.18""N",,,,,REL03_Relazione_Elettrica.pdf,"40°11'59.18""N","8°05'39.79""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W022,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°06'59.55""E","40°11'11.20""N",,,,,REL03_Relazione_Elettrica.pdf,"40°11'11.20""N","8°06'59.55""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W023,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°08'19.27""E","40°10'23.20""N",,,,,REL03_Relazione_Elettrica.pdf,"40°10'23.20""N","8°08'19.27""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W024,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°09'38.97""E","40°09'35.19""N",,,,,REL03_Relazione_Elettrica.pdf,"40°09'35.19""N","8°09'38.97""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W025,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°03'00.51""E","40°11'31.31""N",,,,,REL03_Relazione_Elettrica.pdf,"40°11'31.31""N","8°03'00.51""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W026,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°04'20.28""E","40°10'43.36""N",,,,,REL03_Relazione_Elettrica.pdf,"40°10'43.36""N","8°04'20.28""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W027,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°05'40.06""E","40°09'55.38""N",,,,,REL03_Relazione_Elettrica.pdf,"40°09'55.38""N","8°05'40.06""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W028,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°06'59.80""E","40°09'07.38""N",,,,,REL03_Relazione_Elettrica.pdf,"40°09'07.38""N","8°06'59.80""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W029,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°08'19.50""E","40°08'19.37""N",,,,,REL03_Relazione_Elettrica.pdf,"40°08'19.37""N","8°08'19.50""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W030,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°09'39.21""E","40°07'31.32""N",,,,,REL03_Relazione_Elettrica.pdf,"40°07'31.32""N","8°09'39.21""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W031,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°03'00.82""E","40°09'27.54""N",,,,,REL03_Relazione_Elettrica.pdf,"40°09'27.54""N","8°03'00.82""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W032,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°04'20.60""E","40°08'39.56""N",,,,,REL03_Relazione_Elettrica.pdf,"40°08'39.56""N","8°04'20.60""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W033,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°05'40.36""E","40°07'51.56""N",,,,,REL03_Relazione_Elettrica.pdf,"40°07'51.56""N","8°05'40.36""E"
Regolo Rinnovabili S.r.l.,ALG,9206,9422,Offshore,W034,,Alghero,VESTAS,v236-15MW,15,268,150,118,236,"8°07'00.08""E","40°07'03.54""N",,,,,REL03_Relazione_Elettrica.pdf,"40°07'03.54""N","8°07'00.08""E"
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO01,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,91967","40,082589",0,,,,S_SCOP_D_008_00-signed.pdf,40.082589,7.91967
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO02,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,8944838","40,1014632",0,,,,S_SCOP_D_008_00-signed.pdf,40.1014632,7.8944838
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO03,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,8692838","40,1203315",0,,,,S_SCOP_D_008_00-signed.pdf,40.1203315,7.8692838
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO04,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,944252","40,1019275",0,,,,S_SCOP_D_008_00-signed.pdf,40.1019275,7.944252
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO05,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,9190653","40,1208069",0,,,,S_SCOP_D_008_00-signed.pdf,40.1208069,7.9190653
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO06,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,8938646","40,1396806",0,,,,S_SCOP_D_008_00-signed.pdf,40.1396806,7.8938646
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO07,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,86865","40,1585485",0,,,,S_SCOP_D_008_00-signed.pdf,40.1585485,7.86865
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO08,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,9688479","40,1212609",0,,,,S_SCOP_D_008_00-signed.pdf,40.1212609,7.9688479
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO09,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,9436606","40,1401456",0,,,,S_SCOP_D_008_00-signed.pdf,40.1401456,7.9436606
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO10,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,9184594","40,1590245",0,,,,S_SCOP_D_008_00-signed.pdf,40.1590245,7.9184594
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO11,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,8932442","40,1778977",0,,,,S_SCOP_D_008_00-signed.pdf,40.1778977,7.8932442
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO12,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,8680151","40,1967652",0,,,,S_SCOP_D_008_00-signed.pdf,40.1967652,7.8680151
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO13,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,9934577","40,1405892",0,,,,S_SCOP_D_008_00-signed.pdf,40.1405892,7.9934577
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO14,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,9682699","40,1594791",0,,,,S_SCOP_D_008_00-signed.pdf,40.1594791,7.9682699
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO15,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,9430681","40,1783634",0,,,,S_SCOP_D_008_00-signed.pdf,40.1783634,7.9430681
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO16,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,9178524","40,1972419",0,,,,S_SCOP_D_008_00-signed.pdf,40.1972419,7.9178524
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO17,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,8926226","40,2161146",0,,,,S_SCOP_D_008_00-signed.pdf,40.2161146,7.8926226
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO18,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,8673789","40,2349817",0,,,,S_SCOP_D_008_00-signed.pdf,40.2349817,7.8673789
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO19,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,9928932","40,1788075",0,,,,S_SCOP_D_008_00-signed.pdf,40.1788075,7.9928932
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO21,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,9424745","40,2165809",0,,,,S_SCOP_D_008_00-signed.pdf,40.2165809,7.9424745
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO21,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,9676908","40,1976971",0,,,St. Trasformazione,S_SCOP_D_008_00-signed.pdf,40.1976971,7.9676908
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO22,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,9172442","40,235459",0,,,,S_SCOP_D_008_00-signed.pdf,40.235459,7.9172442
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO23,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,8919999","40,2543313",0,,,,S_SCOP_D_008_00-signed.pdf,40.2543313,7.8919999
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO24,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,8667415","40,2731979",0,,,,S_SCOP_D_008_00-signed.pdf,40.2731979,7.8667415
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO25,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,9923275","40,2170257",0,,,,S_SCOP_D_008_00-signed.pdf,40.2170257,7.9923275
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO26,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,9671107","40,2359148",0,,,,S_SCOP_D_008_00-signed.pdf,40.2359148,7.9671107
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO27,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,9418798","40,2547982",0,,,,S_SCOP_D_008_00-signed.pdf,40.2547982,7.9418798
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO28,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,9166348","40,2736758",0,,,,S_SCOP_D_008_00-signed.pdf,40.2736758,7.9166348
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO29,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,8913759","40,2925477",0,,,,S_SCOP_D_008_00-signed.pdf,40.2925477,7.8913759
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO31,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,9917608","40,2552435",0,,,,S_SCOP_D_008_00-signed.pdf,40.2552435,7.9917608
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO32,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,9665294","40,2741322",0,,,,S_SCOP_D_008_00-signed.pdf,40.2741322,7.9665294
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO33,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,9412839","40,2930152",0,,,,S_SCOP_D_008_00-signed.pdf,40.2930152,7.9412839
Acciona Energia Global Italia S.r.l.,Sardegna,9247,9422,Offshore,ORO34,Oristano Sassari,Mediterraneo Ovest,GeneralElectric,HALIADE-X 220/14700,15,355,"200,00",155,310,"7,9160243","40,3118924",0,,,,S_SCOP_D_008_00-signed.pdf,40.3118924,7.9160243
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG1,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"7°57'20.50""","39°05'05.93""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"39°05'05.93""","7°57'20.50"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG10,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"8°04'14.73""","38°53'36.35""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"38°53'36.35""","8°04'14.73"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG11,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"8°05'00.63""","38°52'19.70""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"38°52'19.70""","8°05'00.63"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG12,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"7°56'09.43""","39°04'39.30""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"39°04'39.30""","7°56'09.43"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG13,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"7°56'55.56""","39°03'22.71""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"39°03'22.71""","7°56'55.56"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG14,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"7°57'41.66""","39°02'06.08""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"39°02'06.08""","7°57'41.66"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG15,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"7°58'27.73""","39°00'49.47""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"39°00'49.47""","7°58'27.73"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG16,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"7°59'13.77""","38°59'32.87""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"38°59'32.87""","7°59'13.77"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG17,Isola di San Pietro,Sardegna SUD Occidentale, ,V236-15.0 MW,15,268,150,118,236,"7°59'59.78""","38°58'16.25""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"38°58'16.25""","7°59'59.78"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG18,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"8°00'45.77""","38°57'59.63""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"38°57'59.63""","8°00'45.77"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG19,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"8°01'31.77""","38°55'43.00""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"38°55'43.00""","8°01'31.77"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG2,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V164-9.0 MW,9,232,150,118,164,"7°58'06.61""","39°03'49.33""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"39°03'49.33""","7°58'06.61"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG20,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"8°02'17.70""","38°54'26.37""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"38°54'26.37""","8°02'17.70"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG21,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"8°03'03.64""","38°53'09.73""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"38°53'09.73""","8°03'03.64"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG22,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"8°03'49.52""","38°51'53.09""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"38°51'53.09""","8°03'49.52"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG23,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"7°55'44.48""","39°02'56.08""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"39°02'56.08""","7°55'44.48"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG24,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"7°56'30.60""","39°01'39.46""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"39°01'39.46""","7°56'30.60"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG25,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"7°57'16.64""","39°00'22.86""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"39°00'22.86""","7°57'16.64"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG26,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"7°58'02.70""","38°59'06.26""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"38°59'06.26""","7°58'02.70"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG27,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"7°58'48.73""","38°57'49.62""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"38°57'49.62""","7°58'48.73"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG28,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"7°59'34.69""","38°56'33.00""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"38°56'33.00""","7°59'34.69"""
Regolo Rinnovabili S.r.l.,SAN PIETRO SUD,9292,9461,Offshore,WTG29,Isola di San Pietro,Sardegna SUD Occidentale,Vestas ,V236-15.0 MW,15,268,150,118,236,"8°00'20.66""","38°55'16.38""",,,,1 aerogeneratore e' di dimensioni divese dagli altri ma non e' specificato quale,TAV01_Inquadramento_Su_Ortofoto.pdf,"38°55'16.38""","8°00'20.66"""
